scenario.CEO,scenario.Year,scenario.Age,scenario.dominant_gender,scenario.dominant_race,scenario.dominant_emotion,answer.Projected_risk_taking,answer.Projected_leadership_strength,answer.Projected_communication_skill,answer.Projected_financial_stewardship,expected_performance_factor,Ticker,Company,Return,Year_Cum_Ret_Daily,Tenure_Cum_Ret_Daily,Year_Cum_Ret_Overall,Tenure_Cum_Ret_Overall,Industry,Sector,Market_Cap,Full_Time_Employees
Steve Ballmer,2011,41,Man,white,happy,4,4.0,4.0,4.0,4.0,MSFT,Microsoft Corporation,-7.456560050679066e-05,0.954843301857368,0.8789891158515729,0.954843301857368,1.3419140730332215,Software - Infrastructure,Technology,3618019213312,228000.0
Steve Ballmer,2012,46,Man,white,angry,3,3.0,3.0,3.0,3.0,MSFT,Microsoft Corporation,0.0003104446667119,1.0579888949909997,0.9299607233889216,1.0579888949909997,1.3419140730332215,Software - Infrastructure,Technology,3618019213312,228000.0
Steve Ballmer,2013,40,Man,white,neutral,3,4.0,4.0,3.0,3.5,MSFT,Microsoft Corporation,0.0015804988834481,1.4429792993225314,1.3419140730332215,1.4429792993225314,1.3419140730332215,Software - Infrastructure,Technology,3618019213312,228000.0
Satya Nadella,2014,24,Man,middle eastern,angry,3,1.0,1.0,1.0,1.5,MSFT,Microsoft Corporation,0.0010379101679494,1.2756461154355172,1.2756461154355172,1.2756461154355172,4.820740340353567,Software - Infrastructure,Technology,3618019213312,228000.0
Satya Nadella,2015,39,Man,white,happy,3,4.0,4.0,4.0,3.75,MSFT,Microsoft Corporation,0.0009677584319443,1.226919001535931,1.565114458263333,1.226919001535931,4.820740340353567,Software - Infrastructure,Technology,3618019213312,228000.0
Satya Nadella,2016,34,Man,latino hispanic,angry,2,1.0,1.0,1.0,1.25,MSFT,Microsoft Corporation,0.0006593522145232,1.1507775511260183,1.8010985835122042,1.1507775511260183,4.820740340353567,Software - Infrastructure,Technology,3618019213312,228000.0
Satya Nadella,2017,29,Man,middle eastern,fear,2,1.0,1.0,1.0,1.25,MSFT,Microsoft Corporation,0.001405222592312,1.4073058300093857,2.5346965369983696,1.4073058300093857,4.820740340353567,Software - Infrastructure,Technology,3618019213312,228000.0
Satya Nadella,2018,27,Man,middle eastern,happy,4,1.0,4.0,1.0,2.5,MSFT,Microsoft Corporation,0.0009106529651904,1.20795324531952,3.061794907767335,1.20795324531952,4.820740340353567,Software - Infrastructure,Technology,3618019213312,228000.0
Satya Nadella,2019,31,Man,asian,happy,3,3.0,4.0,3.0,3.25,MSFT,Microsoft Corporation,0.0018881142503634,1.5744817943631824,4.820740340353567,1.5744817943631824,4.820740340353567,Software - Infrastructure,Technology,3618019213312,228000.0
Jensen Huang,2010,37,Man,asian,fear,3,3.0,3.0,3.0,3.0,NVDA,NVIDIA Corporation,-0.0003573368707752,0.8328826387700843,0.8328826387700843,0.8328826387700843,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2011,34,Man,asian,sad,3,3.0,3.0,3.0,3.0,NVDA,NVIDIA Corporation,0.0002333006891856,0.9000002786046101,0.7495946069380169,0.9000002786046101,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2013,34,Man,asian,angry,4,2.0,2.0,3.0,2.75,NVDA,NVIDIA Corporation,0.0012402738188084,1.3352375563524947,0.8910562355292724,1.3352375563524947,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2014,45,Man,asian,sad,2,3.0,4.0,3.0,3.0,NVDA,NVIDIA Corporation,0.0010864180851053,1.2739581561060478,1.1351683588016708,1.2739581561060478,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2015,45,Man,asian,sad,3,3.0,3.0,4.0,3.25,NVDA,NVIDIA Corporation,0.0022695573269252,1.6711555691446491,1.8970429247282032,1.6711555691446491,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2016,41,Man,asian,sad,2,3.0,3.0,3.0,2.75,NVDA,NVIDIA Corporation,0.0051172243007883,3.269602018253451,6.202575375404761,3.269602018253451,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2017,44,Man,asian,neutral,3,4.0,4.0,4.0,3.75,NVDA,NVIDIA Corporation,0.0027058487308669,1.8198796497417489,11.2879407016884,1.8198796497417489,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2018,46,Man,asian,angry,3,3.0,3.0,3.0,3.0,NVDA,NVIDIA Corporation,-0.000973368531588,0.6918474020029424,7.809532448426395,0.6918474020029424,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Jensen Huang,2019,40,Man,asian,angry,4,2.0,2.0,3.0,2.75,NVDA,NVIDIA Corporation,0.002554238520044,1.747021240825155,13.643419068314184,1.747021240825155,13.643419068314184,Semiconductors,Technology,4372955660288,36000.0
Scott A. McGregor,2011,39,Man,white,fear,2,2.0,3.0,4.0,2.75,AVGO,Broadcom Inc.,0.0004952259832871,1.028527933445851,1.5534550945180612,1.028527933445851,8.351918123752897,Semiconductors,Technology,1823210602496,37000.0
Scott A. McGregor,2012,49,Man,asian,happy,3,3.0,4.0,3.0,3.25,AVGO,Broadcom Inc.,0.0006650713778526,1.1159229994858777,1.733536268641212,1.1159229994858777,8.351918123752897,Semiconductors,Technology,1823210602496,37000.0
Scott A. McGregor,2013,44,Man,asian,angry,3,2.0,1.0,3.0,2.25,AVGO,Broadcom Inc.,0.0023028784062226,1.707438608114097,2.9599067536440584,1.707438608114097,8.351918123752897,Semiconductors,Technology,1823210602496,37000.0
Scott A. McGregor,2015,39,Man,white,surprise,3,3.0,3.0,4.0,3.25,AVGO,Broadcom Inc.,0.0018232870044574,1.4603705272193492,8.351918123752897,1.4603705272193492,8.351918123752897,Semiconductors,Technology,1823210602496,37000.0
Hock Tan,2016,45,Man,asian,neutral,3,4.0,4.0,4.0,3.75,AVGO,Broadcom Inc.,0.0010174397279322,1.2364559077283237,1.2364559077283237,1.2364559077283237,2.430350728276623,Semiconductors,Technology,1823210602496,37000.0
Hock Tan,2017,46,Man,asian,neutral,3,4.0,4.0,4.0,3.75,AVGO,Broadcom Inc.,0.0016817858273528,1.4818608001967006,1.8322555408342345,1.4818608001967006,2.430350728276623,Semiconductors,Technology,1823210602496,37000.0
Hock Tan,2018,50,Man,asian,happy,3,4.0,4.0,4.0,3.75,AVGO,Broadcom Inc.,0.0003936871292051,1.036219836154758,1.8986195363168985,1.036219836154758,2.430350728276623,Semiconductors,Technology,1823210602496,37000.0
Hock Tan,2019,43,Man,asian,sad,3,3.0,3.0,3.0,3.0,AVGO,Broadcom Inc.,0.0011585649210299,1.2800620038868984,2.430350728276623,1.2800620038868984,2.430350728276623,Semiconductors,Technology,1823210602496,37000.0
Shantanu Narayen,2010,29,Man,latino hispanic,happy,3,3.0,3.0,1.0,2.5,ADBE,Adobe Inc.,-0.0004487244804515,0.829873296306739,0.829873296306739,0.829873296306739,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2011,39,Man,asian,neutral,3,3.0,4.0,4.0,3.5,ADBE,Adobe Inc.,-0.0001126857346541,0.9184535356436542,0.7622000631291769,0.9184535356436542,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2012,38,Man,black,sad,2,2.0,3.0,3.0,2.5,ADBE,Adobe Inc.,0.0012582834722079,1.3328616800509432,1.0159072566772898,1.3328616800509432,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2013,24,Man,middle eastern,happy,4,1.0,1.0,1.0,1.75,ADBE,Adobe Inc.,0.0019615938530606,1.5891719899983667,1.6144513567476306,1.5891719899983667,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2014,46,Man,middle eastern,neutral,3,4.0,4.0,4.0,3.75,ADBE,Adobe Inc.,0.0008999163751116,1.2140947837583336,1.9600969708588611,1.2140947837583336,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2015,43,Man,middle eastern,angry,3,2.0,2.0,1.0,2.0,ADBE,Adobe Inc.,0.0011268050248312,1.2921596476583843,2.532758211241249,1.2921596476583843,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2016,26,Man,black,fear,2,1.0,1.0,1.0,1.25,ADBE,Adobe Inc.,0.0004844384437293,1.0959122234689724,2.7756806827906977,1.0959122234689724,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2017,43,Man,indian,neutral,3,3.0,4.0,3.0,3.25,ADBE,Adobe Inc.,0.0022133102792318,1.7021856307704943,4.724723773853562,1.7021856307704943,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2018,42,Man,latino hispanic,neutral,3,3.0,4.0,3.0,3.25,ADBE,Adobe Inc.,0.0012667491831345,1.2910294362093562,6.099757470003102,1.2910294362093562,8.852520759965024,Software - Application,Technology,136952971264,30709.0
Shantanu Narayen,2019,43,Man,asian,angry,3,2.0,3.0,3.0,2.75,ADBE,Adobe Inc.,0.0015975160554229,1.4512906133562296,8.852520759965024,1.4512906133562296,8.852520759965024,Software - Application,Technology,136952971264,30709.0
John T. Chambers,2011,31,Man,white,angry,4,2.0,3.0,3.0,3.0,CSCO,"Cisco Systems, Inc.",-0.000156869820567,0.9038284757746244,0.7405608354757749,0.9038284757746244,1.2346509257498874,Communication Equipment,Technology,300441239552,86200.0
John T. Chambers,2012,43,Man,asian,sad,2,3.0,3.0,3.0,2.75,CSCO,"Cisco Systems, Inc.",0.0005726794329118,1.1160550677185552,0.8265066733866255,1.1160550677185552,1.2346509257498874,Communication Equipment,Technology,300441239552,86200.0
John T. Chambers,2013,33,Man,asian,sad,3,2.0,3.0,3.0,2.75,CSCO,"Cisco Systems, Inc.",0.0007393936691344,1.167265969458119,0.9647531133742436,1.167265969458119,1.2346509257498874,Communication Equipment,Technology,300441239552,86200.0
John T. Chambers,2014,41,Man,white,neutral,3,4.0,4.0,3.0,3.5,CSCO,"Cisco Systems, Inc.",0.001034833326488,1.279758425895794,1.2346509257498874,1.279758425895794,1.2346509257498874,Communication Equipment,Technology,300441239552,86200.0
Chuck Robbins,2015,39,Man,white,happy,3,4.0,4.0,3.0,3.5,CSCO,"Cisco Systems, Inc.",0.0001304154298108,1.0061955778081109,1.0061955778081109,1.0061955778081109,2.00200065232809,Communication Equipment,Technology,300441239552,86200.0
Chuck Robbins,2016,32,Man,white,happy,4,3.0,4.0,3.0,3.5,CSCO,"Cisco Systems, Inc.",0.0006507769361067,1.1513369343836604,1.1584701319439858,1.1513369343836604,2.00200065232809,Communication Equipment,Technology,300441239552,86200.0
Chuck Robbins,2017,31,Man,latino hispanic,fear,2,1.0,2.0,1.0,1.5,CSCO,"Cisco Systems, Inc.",0.0011336263356813,1.312682635178987,1.520703625576381,1.312682635178987,2.00200065232809,Communication Equipment,Technology,300441239552,86200.0
Chuck Robbins,2018,23,Man,white,happy,3,1.0,1.0,1.0,1.5,CSCO,"Cisco Systems, Inc.",0.0007496428791037,1.1657161492536363,1.772708774562941,1.1657161492536363,2.00200065232809,Communication Equipment,Technology,300441239552,86200.0
Chuck Robbins,2019,23,Man,white,happy,3,1.0,1.0,1.0,1.5,CSCO,"Cisco Systems, Inc.",0.0006043266095664,1.1293454858774965,2.00200065232809,1.1293454858774965,2.00200065232809,Communication Equipment,Technology,300441239552,86200.0
Larry Ellison,2010,45,Man,white,fear,3,4.0,4.0,4.0,3.75,ORCL,Oracle Corporation,0.0010699757260146,1.269562225853618,1.269562225853618,1.269562225853618,1.5966751041940357,Software - Infrastructure,Technology,572838313984,162000.0
Larry Ellison,2012,30,Man,latino hispanic,angry,4,2.0,2.0,2.0,2.5,ORCL,Oracle Corporation,0.0011856391477313,1.3171687350973595,1.3802227336163162,1.3171687350973595,1.5966751041940357,Software - Infrastructure,Technology,572838313984,162000.0
Larry Ellison,2013,44,Man,white,happy,4,5.0,4.0,5.0,4.5,ORCL,Oracle Corporation,0.0006861098207102,1.1568242322821298,1.5966751041940357,1.1568242322821298,1.5966751041940357,Software - Infrastructure,Technology,572838313984,162000.0
Safra Catz & Mark Hurd,2014,43,Man,white,happy,3,4.0,4.0,4.0,3.75,ORCL,Oracle Corporation,0.0007705476631193,1.1897478172313296,1.1897478172313296,1.1897478172313296,1.5074283476311774,Software - Infrastructure,Technology,572838313984,162000.0
Safra Catz & Mark Hurd,2015,28,Man,white,happy,3,4.0,5.0,4.0,4.0,ORCL,Oracle Corporation,-0.0006776526624395,0.8236892214788186,0.9799824533313968,0.8236892214788186,1.5074283476311774,Software - Infrastructure,Technology,572838313984,162000.0
Safra Catz & Mark Hurd,2016,30,Man,white,sad,3,4.0,4.0,4.0,3.75,ORCL,Oracle Corporation,0.0003369894306992,1.0688662467717869,1.047470166794537,1.0688662467717869,1.5074283476311774,Software - Infrastructure,Technology,572838313984,162000.0
Safra Catz & Mark Hurd,2017,30,Man,white,sad,3,4.0,5.0,4.0,4.0,ORCL,Oracle Corporation,0.0009493898713239,1.249368751296989,1.3086764943089406,1.249368751296989,1.5074283476311774,Software - Infrastructure,Technology,572838313984,162000.0
Safra Catz & Mark Hurd,2018,30,Man,white,sad,3,3.0,5.0,4.0,3.75,ORCL,Oracle Corporation,1.036837270256124e-05,0.970303938389653,1.2698139565059303,0.970303938389653,1.5074283476311774,Software - Infrastructure,Technology,572838313984,162000.0
Safra Catz & Mark Hurd,2019,30,Man,white,surprise,3,4.0,5.0,4.0,4.0,ORCL,Oracle Corporation,0.0007610759752256,1.1871253579375314,1.5074283476311774,1.1871253579375314,1.5074283476311774,Software - Infrastructure,Technology,572838313984,162000.0
Marc Benioff,2010,29,Man,white,happy,3,4.0,4.0,3.0,3.5,CRM,"Salesforce, Inc.",0.002646325522458,1.7642343350210692,1.7642343350210692,1.7642343350210692,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2011,44,Man,white,sad,2,4.0,3.0,4.0,3.25,CRM,"Salesforce, Inc.",-0.0006243737758114,0.7686362950884528,1.356054542938431,0.7686362950884528,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2012,28,Man,white,sad,2,2.0,3.0,3.0,2.5,CRM,"Salesforce, Inc.",0.0022682485083581,1.6568107110787889,2.246725691547443,1.6568107110787889,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2013,41,Man,white,sad,3,3.0,3.0,4.0,3.25,CRM,"Salesforce, Inc.",0.0012707288097255,1.3132658339267294,2.950548088914663,1.3132658339267294,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2014,44,Man,black,fear,3,3.0,3.0,3.0,3.0,CRM,"Salesforce, Inc.",0.0005176667644366,1.0746513108813835,3.1708103715707034,1.0746513108813835,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2016,33,Man,white,angry,4,3.0,3.0,3.0,3.25,CRM,"Salesforce, Inc.",-0.0003136497372445,0.8732143162691124,3.659984042817917,0.8732143162691124,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2017,37,Man,latino hispanic,sad,2,3.0,3.0,3.0,2.75,CRM,"Salesforce, Inc.",0.0016491987044933,1.493280859066233,5.465384115627837,1.493280859066233,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2018,51,Man,white,happy,3,4.0,4.0,4.0,3.75,CRM,"Salesforce, Inc.",0.0013958660961752,1.339821917137753,7.322641423694709,1.339821917137753,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Marc Benioff,2019,40,Man,white,neutral,3,4.0,4.0,4.0,3.75,CRM,"Salesforce, Inc.",0.0008103910499714,1.1859533420150596,8.68431106880866,1.1859533420150596,8.68431106880866,Software - Application,Technology,222585487360,76453.0
Paul Otellini,2010,46,Man,white,neutral,3,4.0,4.0,4.0,3.75,INTC,Intel Corporation,0.000275303482846,1.0382658278021533,1.0382658278021533,1.0382658278021533,1.0907122365477715,Semiconductors,Technology,190847680512,88400.0
Paul Otellini,2011,25,Man,white,angry,5,1.0,1.0,1.0,2.0,INTC,Intel Corporation,0.0008504886676461,1.1939636415370505,1.2396516486461375,1.1939636415370505,1.0907122365477715,Semiconductors,Technology,190847680512,88400.0
Paul Otellini,2012,38,Man,white,happy,4,3.0,4.0,3.0,3.5,INTC,Intel Corporation,-0.0004224243996451,0.8798538184004935,1.0907122365477715,0.8798538184004935,1.0907122365477715,Semiconductors,Technology,190847680512,88400.0
Brian Krzanich,2013,39,Man,white,fear,2,3.0,3.0,3.0,2.75,INTC,Intel Corporation,0.0011544698394397,1.309200427341777,1.309200427341777,1.309200427341777,2.627942121951516,Semiconductors,Technology,190847680512,88400.0
Brian Krzanich,2014,43,Man,white,sad,3,3.0,3.0,3.0,3.0,INTC,Intel Corporation,0.0015502394139865,1.4422399385387048,1.8881811438642535,1.4422399385387048,2.627942121951516,Semiconductors,Technology,190847680512,88400.0
Brian Krzanich,2015,50,Man,white,happy,3,4.0,4.0,4.0,3.75,INTC,Intel Corporation,2.8770887848371812e-05,0.9778604320430324,1.8463776291146077,0.9778604320430324,2.627942121951516,Semiconductors,Technology,190847680512,88400.0
Brian Krzanich,2016,52,Man,white,fear,2,3.0,4.0,3.0,3.0,INTC,Intel Corporation,0.0004345150144698,1.087564236342805,2.008054276208467,1.087564236342805,2.627942121951516,Semiconductors,Technology,190847680512,88400.0
Brian Krzanich,2017,37,Man,white,happy,3,3.0,4.0,3.0,3.25,INTC,Intel Corporation,0.001130052521318,1.3087007423492052,2.627942121951516,1.3087007423492052,2.627942121951516,Semiconductors,Technology,190847680512,88400.0
Bob Swan,2018,26,Man,latino hispanic,happy,3,1.0,3.0,1.0,2.0,INTC,Intel Corporation,0.0003924326420966,1.042265622431307,1.042265622431307,1.042265622431307,1.3571302848270796,Semiconductors,Technology,190847680512,88400.0
Bob Swan,2019,27,Man,latino hispanic,happy,4,3.0,3.0,1.0,2.75,INTC,Intel Corporation,0.0011980030614466,1.302096371231437,1.3571302848270796,1.302096371231437,1.3571302848270796,Semiconductors,Technology,190847680512,88400.0
Richard K. Templeton,2010,27,Man,white,neutral,4,3.0,4.0,3.0,3.5,TXN,Texas Instruments Inc.,0.0010999028259075,1.2731977776882368,1.2731977776882368,1.2731977776882368,4.869959766958678,Semiconductors,Technology,152880513024,34000.0
Richard K. Templeton,2011,27,Man,white,neutral,4,3.0,4.0,3.0,3.5,TXN,Texas Instruments Inc.,-0.0002061316006205,0.9112390404078804,1.1601875211900758,0.9112390404078804,4.869959766958678,Semiconductors,Technology,152880513024,34000.0
Richard K. Templeton,2012,33,Man,asian,sad,3,2.0,3.0,3.0,2.75,TXN,Texas Instruments Inc.,0.0004642684314406,1.0871310720166756,1.2612759036517365,1.0871310720166756,4.869959766958678,Semiconductors,Technology,152880513024,34000.0
Richard K. Templeton,2014,38,Man,white,neutral,3,3.0,4.0,3.0,3.25,TXN,Texas Instruments Inc.,0.0009711527198734,1.2509230555025384,2.3080500142584337,1.2509230555025384,4.869959766958678,Semiconductors,Technology,152880513024,34000.0
Richard K. Templeton,2016,38,Man,latino hispanic,neutral,3,3.0,3.0,3.0,3.0,TXN,Texas Instruments Inc.,0.0013292754969531,1.367113180161678,3.318633532491298,1.367113180161678,4.869959766958678,Semiconductors,Technology,152880513024,34000.0
Richard K. Templeton,2017,38,Man,white,happy,4,4.0,4.0,4.0,4.0,TXN,Texas Instruments Inc.,0.0015791073625706,1.4674593380917242,4.869959766958678,1.4674593380917242,4.869959766958678,Semiconductors,Technology,152880513024,34000.0
Brian Crutcher,2018,45,Man,white,happy,3,4.0,4.0,4.0,3.75,TXN,Texas Instruments Inc.,-0.00010733912434,0.9283048771992116,0.9283048771992116,0.9283048771992116,1.2892119872131604,Semiconductors,Technology,152880513024,34000.0
Brian Crutcher,2019,40,Man,white,happy,3,4.0,4.0,3.0,3.5,TXN,Texas Instruments Inc.,0.0014515308058956,1.388780796997255,1.2892119872131604,1.388780796997255,1.2892119872131604,Semiconductors,Technology,152880513024,34000.0
Paul E. Jacobs,2010,48,Man,white,sad,2,3.0,4.0,3.0,3.0,QCOM,Qualcomm Incorporated,0.0004637328703323,1.0742775506144433,1.0742775506144433,1.0742775506144433,1.6951852679578847,Semiconductors,Technology,181315158016,52000.0
Paul E. Jacobs,2011,29,Man,white,happy,4,3.0,4.0,3.0,3.5,QCOM,Qualcomm Incorporated,0.0006653616064622,1.1224778689295485,1.2058527756525526,1.1224778689295485,1.6951852679578847,Semiconductors,Technology,181315158016,52000.0
Steve Mollenkopf,2015,39,Man,white,happy,3,4.0,4.0,4.0,3.75,QCOM,Qualcomm Incorporated,-0.0012511389466342,0.6936722257662836,0.7093263734632246,0.6936722257662836,1.4560167710694798,Semiconductors,Technology,181315158016,52000.0
Steve Mollenkopf,2016,37,Man,white,happy,3,3.0,4.0,4.0,3.5,QCOM,Qualcomm Incorporated,0.001349902463018,1.3509066471018172,0.9582337128760956,1.3509066471018172,1.4560167710694798,Semiconductors,Technology,181315158016,52000.0
Steve Mollenkopf,2018,41,Man,white,happy,3,4.0,4.0,4.0,3.75,QCOM,Qualcomm Incorporated,-0.0001376382850381,0.9241122219281306,0.9036368009913052,0.9241122219281306,1.4560167710694798,Semiconductors,Technology,181315158016,52000.0
Steve Mollenkopf,2019,40,Man,white,angry,3,2.0,2.0,3.0,2.5,QCOM,Qualcomm Incorporated,0.0022026928728959,1.6112853853143252,1.4560167710694798,1.6112853853143252,1.4560167710694798,Semiconductors,Technology,181315158016,52000.0
Virginia Rometty,2012,35,Man,white,neutral,3,3.0,3.0,3.0,3.0,IBM,International Business Machines Corporation,0.0002818020332426,1.0592489794706754,1.0592489794706754,1.0592489794706754,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2013,40,Man,white,fear,2,1.0,2.0,3.0,2.0,IBM,International Business Machines Corporation,6.292406395778343e-05,0.9982240143265771,1.0573677684585483,0.9982240143265771,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2014,36,Woman,white,happy,3,3.0,4.0,4.0,3.5,IBM,International Business Machines Corporation,-0.0004658715432778,0.8761289962994102,0.926390561698935,0.8761289962994102,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2015,26,Man,white,neutral,3,1.0,3.0,1.0,2.0,IBM,International Business Machines Corporation,-0.0003920920927461,0.8857762637319476,0.8205747704982236,0.8857762637319476,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2016,35,Woman,white,happy,3,3.0,4.0,4.0,3.5,IBM,International Business Machines Corporation,0.0009701307089495,1.2521082823347618,1.027448466415772,1.2521082823347618,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2017,31,Woman,white,neutral,3,3.0,3.0,3.0,3.0,IBM,International Business Machines Corporation,-0.0001140585162154,0.960121725592122,0.9864755945320902,0.960121725592122,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2018,32,Woman,white,happy,3,3.0,5.0,5.0,4.0,IBM,International Business Machines Corporation,-0.0008968586286445,0.7744201514420436,0.7639465793114222,0.7744201514420436,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
Virginia Rometty,2019,32,Woman,white,happy,3,3.0,5.0,4.0,3.75,IBM,International Business Machines Corporation,0.0008904685712639,1.2244209966914088,0.9353922320594836,1.2244209966914088,0.9353922320594836,Information Technology Services,Technology,285720543232,270300.0
John Donahoe (under eBay),2010,45,Man,white,surprise,3,3.0,4.0,4.0,3.5,PYPL,"PayPal Holdings, Inc.",0.0,1.0,,1.0,1.0,Credit Services,Financial Services,59787583488,24400.0
John Donahoe (under eBay),2011,33,Man,white,happy,3,3.0,4.0,4.0,3.5,PYPL,"PayPal Holdings, Inc.",0.0,1.0,,1.0,1.0,Credit Services,Financial Services,59787583488,24400.0
John Donahoe (under eBay),2012,36,Man,white,angry,3,3.0,2.0,3.0,2.75,PYPL,"PayPal Holdings, Inc.",0.0,1.0,,1.0,1.0,Credit Services,Financial Services,59787583488,24400.0
John Donahoe (under eBay),2013,46,Man,white,neutral,3,3.0,4.0,4.0,3.5,PYPL,"PayPal Holdings, Inc.",0.0,1.0,,1.0,1.0,Credit Services,Financial Services,59787583488,24400.0
John Donahoe (under eBay),2014,35,Man,white,neutral,3,3.0,4.0,3.0,3.25,PYPL,"PayPal Holdings, Inc.",0.0,1.0,,1.0,1.0,Credit Services,Financial Services,59787583488,24400.0
Dan Schulman,2015,37,Man,white,neutral,3,3.0,4.0,3.0,3.25,PYPL,"PayPal Holdings, Inc.",0.0001278405642604,0.9861073369529834,0.9861073369529834,0.9861073369529834,2.941160455284812,Credit Services,Financial Services,59787583488,24400.0
